Date,Open,High,Low,Close,Adj Close,Volume
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,244.20477294921875,97976700
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,244.1219940185547,96662700
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,239.61436462402344,116961100
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,234.9135284423828,165492300
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,234.6559295654297,134515100
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,231.14175415039062,214992800
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,227.37925720214844,252053400
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,222.7203826904297,255345600
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,216.83544921875,147311600
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,227.79100036621094,218485400
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,229.53985595703125,186267300
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,229.24374389648438,153100200
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,231.2516632080078,144299400
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,231.49221801757812,126925200
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,225.9681854248047,144140700
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,233.53717041015625,142628800
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,235.3785400390625,103139100
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,237.58999633789062,102512600
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,238.70034790039062,95006600
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,239.5424041748047,96823900
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,239.63491821289062,73858100
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,238.17288208007812,70908200
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,240.90255737304688,85208300
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,241.48550415039062,77636700
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,243.31759643554688,96118400
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,246.55616760253906,127900300
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,243.2250518798828,115531200
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,243.7340087890625,86030300
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,243.863525390625,59204100
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,245.92698669433594,96883400
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,244.057861328125,85613700
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,243.7340087890625,66136300
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,247.59251403808594,92473700
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,249.76693725585938,104012100
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,249.88719177246094,85782500
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,251.6453857421875,60744800
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,252.7001953125,79552800
2019-02-06,272.7900085449219,273.3399963378906,271.9200134277344,272.739990234375,252.3670196533203,58347800
2019-02-07,270.94000244140625,271.54998779296875,268.2900085449219,270.1400146484375,249.96131896972656,95482000
2019-02-08,268.75,270.5799865722656,267.8299865722656,270.4700012207031,250.26666259765625,75788900
2019-02-11,271.20001220703125,271.489990234375,270.0299987792969,270.6199951171875,250.4054412841797,68021400
2019-02-12,272.4200134277344,274.5199890136719,272.3399963378906,274.1000061035156,253.62550354003906,72270200
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,254.44895935058594,65277200
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,253.88449096679688,83234400
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,256.6512451171875,97088700
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,257.0954284667969,59120800
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,257.613525390625,76610800
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,256.6974182128906,64214700
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,258.2889709472656,78114600
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,258.6405944824219,69030700
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,258.45562744140625,56844100
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,258.3445129394531,56921600
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,257.8633728027344,69268300
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,259.4734191894531,78880500
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,258.5295715332031,106494600
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,258.1780090332031,59114600
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,256.6141662597656,75039800
2019-03-07,276.8299865722656,276.989990234375,274.07000732421875,275.010009765625,254.4674835205078,94885100
2019-03-08,272.94000244140625,274.6499938964844,272.4200134277344,274.4599914550781,253.95855712890625,85795800
2019-03-11,275.260009765625,278.6199951171875,275.2300109863281,278.44000244140625,257.64129638671875,65098900
2019-03-12,279.05999755859375,280.07000732421875,278.8500061035156,279.489990234375,258.6128234863281,79667500
2019-03-13,280.4800109863281,282.3800048828125,280.29998779296875,281.3399963378906,260.32464599609375,80639200
2019-03-14,281.3699951171875,281.8399963378906,280.6700134277344,281.1600036621094,260.15814208984375,67518400
2019-03-15,280.5400085449219,282.2099914550781,280.3299865722656,281.30999755859375,261.4434814453125,81309000
2019-03-18,281.54998779296875,282.6600036621094,281.29998779296875,282.3299865722656,262.3913879394531,62199800
2019-03-19,283.510009765625,284.3599853515625,281.4100036621094,282.3999938964844,262.45648193359375,90268100
2019-03-20,282.1600036621094,283.5,280.32000732421875,281.54998779296875,261.66650390625,84609200
2019-03-21,280.6400146484375,285.17999267578125,280.5899963378906,284.7300109863281,264.6219482421875,79550400
2019-03-22,283.2200012207031,283.79998779296875,279.17999267578125,279.25,259.5289306640625,122659300
2019-03-25,278.8699951171875,280.19000244140625,277.6400146484375,279.0400085449219,259.3337707519531,85575200
2019-03-26,280.989990234375,282.17999267578125,279.55999755859375,281.1199951171875,261.266845703125,68125900
2019-03-27,281.1099853515625,281.760009765625,277.92999267578125,279.6499938964844,259.9006652832031,72224700
2019-03-28,280.3500061035156,281.2099914550781,279.07000732421875,280.7099914550781,260.8858337402344,56238500
2019-03-29,282.3900146484375,282.8399963378906,281.1400146484375,282.4800109863281,262.53076171875,82186800
2019-04-01,284.70001220703125,286.1600036621094,284.3999938964844,285.8299865722656,265.6441955566406,77617900
2019-04-02,286.0400085449219,286.2300109863281,285.0899963378906,285.9700012207031,265.7744140625,40070400
2019-04-03,287.32000732421875,287.760009765625,285.75,286.4200134277344,266.1925964355469,68243200
2019-04-04,286.7799987792969,287.4599914550781,286.010009765625,287.17999267578125,266.8988952636719,48997500
2019-04-05,287.9200134277344,288.6300048828125,287.6000061035156,288.57000732421875,268.1907043457031,58621700
2019-04-08,288.1000061035156,288.9100036621094,287.3699951171875,288.7900085449219,268.3951416015625,53566300
2019-04-09,287.7200012207031,288.0799865722656,286.70001220703125,287.30999755859375,267.0196838378906,66142300
2019-04-10,287.7699890136719,288.3900146484375,287.30999755859375,288.2900085449219,267.9304504394531,52601500
2019-04-11,288.8299865722656,288.8399963378906,287.5799865722656,288.2099914550781,267.8561706542969,55093100
2019-04-12,290.0,290.4700012207031,288.260009765625,290.1600036621094,269.66851806640625,69727800
2019-04-15,290.239990234375,290.3500061035156,289.0799865722656,289.9700012207031,269.4918518066406,49596700
2019-04-16,290.95001220703125,291.010009765625,289.5,290.1600036621094,269.66851806640625,52153200
2019-04-17,291.3999938964844,291.42999267578125,288.989990234375,289.45001220703125,269.0085754394531,58268300
2019-04-18,290.1000061035156,290.32000732421875,288.6600036621094,290.0199890136719,269.53826904296875,68708500
2019-04-22,289.1700134277344,290.44000244140625,289.07000732421875,290.2699890136719,269.7706604003906,40160100
2019-04-23,290.67999267578125,293.1400146484375,290.4200134277344,292.8800048828125,272.1962890625,52246600
2019-04-24,292.7900085449219,293.1600036621094,292.07000732421875,292.2300109863281,271.59222412109375,50392900
2019-04-25,292.1199951171875,292.7799987792969,290.7300109863281,292.04998779296875,271.4249572753906,57770900
2019-04-26,292.1000061035156,293.489990234375,291.239990234375,293.4100036621094,272.6889343261719,50916400
2019-04-29,293.510009765625,294.45001220703125,293.4100036621094,293.8699951171875,273.11639404296875,57197700
2019-04-30,293.489990234375,294.3399963378906,291.9200134277344,294.0199890136719,273.25579833984375,81111700
2019-05-01,294.7200012207031,294.95001220703125,291.79998779296875,291.80999755859375,271.2019348144531,71671900
2019-05-02,291.67999267578125,292.70001220703125,289.5199890136719,291.17999267578125,270.6164245605469,65030200
2019-05-03,292.82000732421875,294.3399963378906,291.29998779296875,294.0299987792969,273.26513671875,56543700
2019-05-06,289.25,293.30999755859375,288.8999938964844,292.82000732421875,272.1405944824219,107198100
2019-05-07,290.1499938964844,290.80999755859375,285.80999755859375,287.92999267578125,267.5958557128906,144729900
2019-05-08,287.5299987792969,289.42999267578125,286.8699951171875,287.5299987792969,267.2242126464844,91568300
2019-05-09,285.2300109863281,287.3299865722656,283.29998779296875,286.6600036621094,266.4156188964844,103471100
2019-05-10,285.6199951171875,288.94000244140625,282.29998779296875,288.1000061035156,267.75390625,112429300
2019-05-13,282.4200134277344,283.489990234375,279.92999267578125,280.8599853515625,261.0251770019531,127290500
2019-05-14,281.989990234375,285.1000061035156,281.8500061035156,283.3999938964844,263.3858642578125,77003200
2019-05-15,281.5899963378906,285.7699890136719,281.3599853515625,285.05999755859375,264.9286193847656,73956400
2019-05-16,285.8399963378906,289.2099914550781,285.760009765625,287.70001220703125,267.3821716308594,76749600
2019-05-17,285.1400146484375,288.6000061035156,285.1199951171875,285.8399963378906,265.65350341796875,100353000
2019-05-20,284.05999755859375,285.9599914550781,283.1199951171875,283.95001220703125,263.8970031738281,62877600
2019-05-21,285.8299865722656,286.92999267578125,285.54998779296875,286.510009765625,266.276123046875,46847100
2019-05-22,285.45001220703125,286.69000244140625,285.1000061035156,285.6300048828125,265.4583740234375,49482500
2019-05-23,283.1600036621094,283.2099914550781,280.57000732421875,282.1400146484375,262.2148742675781,98733800
2019-05-24,283.739990234375,284.20001220703125,282.0899963378906,282.7799987792969,262.80963134765625,55268100
2019-05-28,283.0899963378906,284.1499938964844,280.1300048828125,280.1499938964844,260.3653564453125,70029400
2019-05-29,278.9100036621094,279.3599853515625,276.7099914550781,278.2699890136719,258.61810302734375,104972900
2019-05-30,279.1099853515625,280.0400085449219,277.80999755859375,279.0299987792969,259.324462890625,62523800
2019-05-31,276.20001220703125,277.1199951171875,275.239990234375,275.2699890136719,255.82994079589844,86862800
2019-06-03,275.30999755859375,276.54998779296875,273.0899963378906,274.57000732421875,255.17950439453125,96428000
2019-06-04,277.1199951171875,280.67999267578125,276.6199951171875,280.5299987792969,260.71856689453125,77231900
2019-06-05,282.3299865722656,282.989990234375,280.32000732421875,282.9599914550781,262.9768371582031,71169700
2019-06-06,283.2900085449219,285.54998779296875,282.57000732421875,284.79998779296875,264.6869201660156,69430400
2019-06-07,285.92999267578125,288.8500061035156,285.739990234375,287.6499938964844,267.3357238769531,74272200
2019-06-10,289.3699951171875,290.82000732421875,288.8699951171875,288.9700012207031,268.5624694824219,60799100
2019-06-11,290.989990234375,291.3999938964844,288.17999267578125,288.8999938964844,268.4974060058594,58641300
2019-06-12,288.6400146484375,289.260009765625,287.82000732421875,288.3900146484375,268.0234680175781,47096300
2019-06-13,289.3999938964844,289.9800109863281,288.6199951171875,289.5799865722656,269.1293029785156,48945200
2019-06-14,289.260009765625,289.92999267578125,288.4100036621094,289.260009765625,268.83203125,52324700
2019-06-17,289.5199890136719,290.2200012207031,289.17999267578125,289.3699951171875,268.93426513671875,39205700
2019-06-18,291.3900146484375,293.57000732421875,290.989990234375,292.3999938964844,271.7502136230469,85434800
2019-06-19,292.54998779296875,293.6499938964844,291.4700012207031,293.05999755859375,272.3636169433594,78674400
2019-06-20,296.0400085449219,296.30999755859375,293.1300048828125,295.8599853515625,274.9658508300781,116570000
2019-06-21,294.1300048828125,295.5199890136719,293.760009765625,294.0,274.5662536621094,83309500
2019-06-24,294.2300109863281,294.5799865722656,293.4700012207031,293.6400146484375,274.2300109863281,47582700
2019-06-25,293.70001220703125,293.7300109863281,290.6400146484375,290.760009765625,271.54034423828125,82028700
2019-06-26,291.75,292.30999755859375,290.3500061035156,290.4700012207031,271.26953125,51584900
2019-06-27,291.30999755859375,292.05999755859375,290.8900146484375,291.5,272.2314758300781,40355200
2019-06-28,292.5799865722656,293.54998779296875,292.010009765625,293.0,273.63226318359375,59350900
2019-07-01,296.67999267578125,296.9200134277344,294.3299865722656,295.6600036621094,276.1164855957031,78705600
2019-07-02,295.6099853515625,296.489990234375,294.67999267578125,296.42999267578125,276.83551025390625,61504500
2019-07-03,297.17999267578125,298.82000732421875,297.0199890136719,298.79998779296875,279.04888916015625,40898900
2019-07-05,297.44000244140625,298.6400146484375,296.010009765625,298.4599914550781,278.7313537597656,51677300
2019-07-08,297.010009765625,298.260009765625,296.2200012207031,296.82000732421875,277.1997985839844,45841800
2019-07-09,295.5400085449219,297.5199890136719,295.4800109863281,297.19000244140625,277.5452575683594,41101300
2019-07-10,298.3699951171875,299.6600036621094,297.7799987792969,298.6099853515625,278.87152099609375,58448500
2019-07-11,299.32000732421875,299.5799865722656,298.20001220703125,299.30999755859375,279.525146484375,50826100
2019-07-12,299.8500061035156,300.7300109863281,299.510009765625,300.6499938964844,280.7766418457031,40326000
2019-07-15,301.1300048828125,301.1300048828125,300.19000244140625,300.75,280.8699951171875,33900000
2019-07-16,300.6499938964844,300.8800048828125,299.44000244140625,299.7799987792969,279.9641418457031,36650100
2019-07-17,299.75,299.92999267578125,297.739990234375,297.739990234375,278.0589904785156,36036300
2019-07-18,297.19000244140625,299.25,296.70001220703125,298.8299865722656,279.0768737792969,51392600
2019-07-19,300.0400085449219,300.07000732421875,296.9800109863281,297.1700134277344,277.5267028808594,58678600
2019-07-22,297.6099853515625,298.5,297.0400085449219,297.8999938964844,278.2083740234375,43638100
2019-07-23,299.1400146484375,300.0299987792969,298.2200012207031,300.0299987792969,280.1975402832031,44564500
2019-07-24,299.19000244140625,301.44000244140625,299.0899963378906,301.44000244140625,281.5144348144531,47213200
2019-07-25,300.94000244140625,301.0,299.1099853515625,300.0,280.1695556640625,55394100
2019-07-26,300.760009765625,302.2300109863281,300.6199951171875,302.010009765625,282.0466613769531,45084100
2019-07-29,301.8800048828125,302.010009765625,300.8500061035156,301.4599914550781,281.5330810546875,38126500
2019-07-30,299.9100036621094,301.1700134277344,299.489990234375,300.7200012207031,280.8420104980469,45849000
2019-07-31,300.989990234375,301.20001220703125,295.20001220703125,297.42999267578125,277.76947021484375,104245200
2019-08-01,297.6000061035156,300.8699951171875,293.9599914550781,294.8399963378906,275.3506164550781,142646600
2019-08-02,293.8500061035156,294.1199951171875,290.8999938964844,292.6199951171875,273.2773742675781,116749700
2019-08-05,288.0899963378906,288.2099914550781,281.7200012207031,283.82000732421875,265.05914306640625,178745400
2019-08-06,285.9100036621094,288.0400085449219,284.2799987792969,287.79998779296875,268.77593994140625,120711700
2019-08-07,284.3999938964844,288.82000732421875,282.0400085449219,287.9700012207031,268.934814453125,140572300
2019-08-08,289.6199951171875,293.6199951171875,289.010009765625,293.6199951171875,274.2113037109375,87713900
2019-08-09,292.5799865722656,293.239990234375,289.6499938964844,291.6199951171875,272.3435363769531,93730000
2019-08-12,289.9599914550781,291.6099853515625,287.0199890136719,288.07000732421875,269.0281677246094,65527600
2019-08-13,287.739990234375,294.1499938964844,287.3599853515625,292.54998779296875,273.2120056152344,94299800
2019-08-14,288.07000732421875,288.739990234375,283.760009765625,283.8999938964844,265.1338806152344,135622100
2019-08-15,284.8800048828125,285.6400146484375,282.3900146484375,284.6499938964844,265.8341979980469,99556600
2019-08-16,286.4800109863281,289.3299865722656,284.7099914550781,288.8500061035156,269.756591796875,83018300
2019-08-19,292.19000244140625,293.0799865722656,291.44000244140625,292.3299865722656,273.006591796875,53571800
2019-08-20,291.7699890136719,292.3599853515625,289.95001220703125,290.0899963378906,270.91461181640625,51596400
2019-08-21,292.4800109863281,292.8599853515625,291.7200012207031,292.45001220703125,273.1187438964844,49524700
2019-08-22,293.2300109863281,293.92999267578125,290.3999938964844,292.3599853515625,273.0345764160156,51666400
2019-08-23,290.9200134277344,292.760009765625,283.4700012207031,284.8500061035156,266.0210876464844,149161500
2019-08-26,287.2699890136719,288.0,285.5799865722656,288.0,268.9627990722656,72423800
2019-08-27,289.5400085449219,289.95001220703125,286.0299987792969,286.8699951171875,267.90753173828125,66668900
2019-08-28,286.1400146484375,289.07000732421875,285.25,288.8900146484375,269.7939758300781,59696700
2019-08-29,291.7200012207031,293.1600036621094,290.6099853515625,292.5799865722656,273.2400207519531,57899400
2019-08-30,294.2200012207031,294.239990234375,291.4200134277344,292.45001220703125,273.1187438964844,62901200
2019-09-03,290.57000732421875,291.5799865722656,289.2699890136719,290.739990234375,271.5216369628906,69101400
2019-09-04,293.1400146484375,294.05999755859375,292.30999755859375,294.0400085449219,274.6035461425781,46887300
2019-09-05,296.7900085449219,298.8299865722656,294.0,297.82000732421875,278.1337585449219,83258100
2019-09-06,298.1700134277344,298.760009765625,297.4200134277344,298.04998779296875,278.34844970703125,49584300
2019-09-09,299.1400146484375,299.239990234375,297.1600036621094,298.20001220703125,278.4885559082031,51260300
2019-09-10,297.3599853515625,298.20001220703125,295.9700012207031,298.1300048828125,278.4232482910156,57947100
2019-09-11,298.4700012207031,300.3399963378906,297.75,300.25,280.4030456542969,68821100
2019-09-12,301.25,302.4599914550781,300.4100036621094,301.2900085449219,281.3742980957031,72908700
2019-09-13,301.7799987792969,302.1700134277344,300.67999267578125,301.0899963378906,281.1874694824219,62104800
2019-09-16,299.8399963378906,301.1400146484375,299.45001220703125,300.1600036621094,280.3190002441406,58191200
2019-09-17,299.94000244140625,301.0199890136719,299.75,300.9200134277344,281.02880859375,41475500
2019-09-18,300.489990234375,301.2200012207031,298.239990234375,301.1000061035156,281.1968688964844,73375800
2019-09-19,301.5299987792969,302.6300048828125,300.7099914550781,301.0799865722656,281.1781921386719,76560500
2019-09-20,300.3599853515625,300.6700134277344,297.4100036621094,298.2799987792969,279.8497314453125,89565000
2019-09-23,297.54998779296875,299.0,297.2699890136719,298.2099914550781,279.78399658203125,43476800
2019-09-24,299.4100036621094,299.8399963378906,294.80999755859375,295.8699951171875,277.5885925292969,94869400
2019-09-25,295.9599914550781,298.1099853515625,294.3299865722656,297.6199951171875,279.2304992675781,71854000
2019-09-26,297.6300048828125,297.8599853515625,295.45001220703125,297.0,278.6487121582031,56179700
2019-09-27,297.8299865722656,297.95001220703125,293.69000244140625,295.3999938964844,277.1475830078125,84746600
2019-09-30,295.9700012207031,297.54998779296875,295.9200134277344,296.7699890136719,278.4329833984375,51662400
2019-10-01,297.739990234375,298.4599914550781,293.0,293.239990234375,275.1210632324219,88242400
2019-10-02,291.5,291.510009765625,286.6400146484375,288.05999755859375,270.2611083984375,122539500
2019-10-03,287.80999755859375,290.45001220703125,284.82000732421875,290.4200134277344,272.4753723144531,85278800
2019-10-04,291.1400146484375,294.6300048828125,291.0799865722656,294.3500061035156,276.1625061035156,65091200
2019-10-07,293.4700012207031,295.260009765625,292.7699890136719,293.0799865722656,274.9709777832031,59610500
2019-10-08,291.0400085449219,291.8500061035156,288.489990234375,288.5299987792969,270.7021484375,95708100
2019-10-09,290.75,292.29998779296875,290.05999755859375,291.2699890136719,273.2727966308594,62359400
2019-10-10,291.17999267578125,294.2099914550781,291.0,293.239990234375,275.1210632324219,55296300
2019-10-11,296.2699890136719,298.739990234375,296.1400146484375,296.2799987792969,277.97320556640625,98720400
2019-10-14,295.92999267578125,296.6700134277344,295.57000732421875,295.95001220703125,277.6636657714844,40394800
2019-10-15,297.1000061035156,299.70001220703125,296.9700012207031,298.8800048828125,280.4126281738281,46754500
2019-10-16,298.3699951171875,299.1600036621094,297.9200134277344,298.3999938964844,279.9622802734375,48928200
2019-10-17,299.67999267578125,300.239990234375,298.5199890136719,299.2799987792969,280.7879638671875,45736600
2019-10-18,298.69000244140625,299.3999938964844,297.0299987792969,297.9700012207031,279.55877685546875,64304000
2019-10-21,299.4200134277344,300.2099914550781,298.94000244140625,299.989990234375,281.45404052734375,39048600
2019-10-22,300.5799865722656,300.8999938964844,298.9100036621094,299.010009765625,280.53460693359375,48594700
2019-10-23,298.7300109863281,299.94000244140625,298.5,299.8800048828125,281.35076904296875,34352200
2019-10-24,300.9100036621094,301.07000732421875,299.4599914550781,300.3699951171875,281.8105773925781,35453100
2019-10-25,299.739990234375,302.20001220703125,299.67999267578125,301.6000061035156,282.9645690917969,45205400
2019-10-28,302.94000244140625,303.8500061035156,302.9100036621094,303.29998779296875,284.55950927734375,42147000
2019-10-29,303.0,304.2300109863281,302.8599853515625,303.2099914550781,284.47503662109375,44284900
2019-10-30,303.42999267578125,304.54998779296875,301.989990234375,304.1400146484375,285.3476257324219,49643900
2019-10-31,304.1300048828125,304.1300048828125,301.7300109863281,303.3299865722656,284.587646484375,69053800
2019-11-01,304.9200134277344,306.19000244140625,304.739990234375,306.1400146484375,287.2240295410156,71141500
2019-11-04,307.8500061035156,308.0,306.9599914550781,307.3699951171875,288.3780517578125,60606900
2019-11-05,307.5899963378906,307.9200134277344,306.7099914550781,307.0299987792969,288.0590515136719,42933200
2019-11-06,307.0299987792969,307.3999938964844,306.05999755859375,307.1000061035156,288.1247253417969,46487100
2019-11-07,308.57000732421875,309.6499938964844,307.6600036621094,308.17999267578125,289.1379699707031,54272300
2019-11-08,307.79998779296875,309.0,307.0299987792969,308.94000244140625,289.8510437011719,49032100
2019-11-11,307.4200134277344,308.5400085449219,307.2699890136719,308.3500061035156,289.2975158691406,35797300
2019-11-12,308.75,309.989990234375,308.1499938964844,309.0,289.9073486328125,46484600
2019-11-13,307.9100036621094,309.5400085449219,307.6600036621094,309.1000061035156,290.0010986328125,53917700
2019-11-14,308.7900085449219,309.6400146484375,308.0899963378906,309.54998779296875,290.4233703613281,51219900
2019-11-15,311.0199890136719,311.8399963378906,310.260009765625,311.7900085449219,292.5249328613281,62023600
2019-11-18,311.5299987792969,312.2799987792969,311.0299987792969,312.0199890136719,292.7406921386719,49228000
2019-11-19,312.67999267578125,312.69000244140625,311.2200012207031,311.92999267578125,292.6562805175781,67804700
2019-11-20,311.2799987792969,311.8500061035156,309.05999755859375,310.7699890136719,291.56793212890625,79406200
2019-11-21,310.8900146484375,311.010009765625,309.3900146484375,310.2699890136719,291.09881591796875,54664700
2019-11-22,311.0899963378906,311.239990234375,309.8500061035156,310.9599914550781,291.7461853027344,44850200
2019-11-25,311.9800109863281,313.3699951171875,311.9800109863281,313.3699951171875,294.0072937011719,48647200
2019-11-26,313.4100036621094,314.2799987792969,313.05999755859375,314.0799865722656,294.6734313964844,37569000
2019-11-27,314.6099853515625,315.4800109863281,314.3699951171875,315.4800109863281,295.9869384765625,44444600
2019-11-29,314.8599853515625,315.1300048828125,314.05999755859375,314.30999755859375,294.8891906738281,36592700
2019-12-02,314.5899963378906,314.6600036621094,311.1700134277344,311.6400146484375,292.3841857910156,75767800
2019-12-03,308.6499938964844,309.6400146484375,307.1300048828125,309.54998779296875,290.4233703613281,73941700
2019-12-04,310.70001220703125,312.1199951171875,310.32000732421875,311.4599914550781,292.21527099609375,49080000
2019-12-05,312.2300109863281,312.25,310.5799865722656,312.0199890136719,292.7406921386719,40709000
2019-12-06,314.1199951171875,315.30999755859375,314.1099853515625,314.8699951171875,295.41461181640625,48927000
2019-12-09,314.44000244140625,315.17999267578125,313.79998779296875,313.8800048828125,294.4858093261719,34838500
2019-12-10,313.82000732421875,314.54998779296875,312.80999755859375,313.5299987792969,294.1574401855469,52649800
2019-12-11,314.0299987792969,314.70001220703125,313.44000244140625,314.4200134277344,294.992431640625,53429100
2019-12-12,314.42999267578125,317.989990234375,314.1700134277344,317.1300048828125,297.5350036621094,96389600
2019-12-13,316.8699951171875,318.6700134277344,316.0199890136719,317.32000732421875,297.7132568359375,81503900
2019-12-16,319.2200012207031,320.1499938964844,317.25,319.5,299.758544921875,82749700
2019-12-17,319.9200134277344,320.25,319.4800109863281,319.57000732421875,299.82415771484375,61097700
2019-12-18,320.0,320.25,319.5299987792969,319.5899963378906,299.84295654296875,48133000
2019-12-19,319.79998779296875,320.9800109863281,319.5199890136719,320.8999938964844,301.07196044921875,85310500
2019-12-20,320.4599914550781,321.9700012207031,319.3900146484375,320.7300109863281,302.3919677734375,147142100
2019-12-23,321.5899963378906,321.6499938964844,321.05999755859375,321.2200012207031,302.85394287109375,52990000
